num,slug,sk,code,name,time_val,unit,skill,abnormal,grossWeight,wgt,spawn,cycle_val,standard,material,raw,raw_mfr,one_box,pallet,tape,box,bag,etc,keyword
477,7823,SK7823,806201,ゴキブリキャップ 本体 3号型,10,300,0.04,0,16.08ｇ,2.01 ±0.03,8,6.9,6.9,PE,"","",3000,60000,CLGKB: ｸﾗﾌﾄII / YE201: ｸﾗﾌﾄ白II / BRSS7 : OPP茶II,ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ﾎﾝﾀｲ / ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ｼｷｶﾞﾐ,"",上下ポリシート,"SK7823,806201,ゴキブリキャップ本体3号型,ごきぶりきゃっぷほんたい3ごうがた,ゴキブリキャップホンタイ3ゴウガタ,gokiburikyappuhontai3gougata,gokiburikyappuhontai3gougata,gokiburikyappuhontai3gougata"
478,7824,SK7824,806202,ゴキブリキャップ 蓋 3号型,10,300,0.03,0,16.24ｇ,2.03 ±0.03,8,9,8.9,PE,"","",3000,60000,CLGKB: ｸﾗﾌﾄII / YE201: ｸﾗﾌﾄ白II / BRSS7 : OPP茶II,ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ﾌﾀ / ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ｼｷｶﾞﾐ,"",上下ポリシート,"SK7824,806202,ゴキブリキャップ蓋3号型,ごきぶりきゃっぷふた3ごうがた,ゴキブリキャップフタ3ゴウガタ,gokiburikyappufuta3gougata,gokiburikyappufuta3gougata,gokiburikyappufuta3gougata"
479,7863,SK7863,801666 801667 801668 801669,エンジントレーT-12 A•B•C•D,25,5,0.09,0,334.7ｇ,107 ±2 / 97 ±1.5 / 39 ±1 / 83 ±1.5,1,58.5,50.2,PP,PP J704UG,5,50,"",ｸﾗﾌﾄII,ｻﾝｺｰﾀﾙ ｶｸ 3K-MFﾌﾀ(Bﾌﾙｰﾄ新規格)【AB(50個)の時】 / ｻﾝﾍﾟｰﾙ K#13T ﾌﾀ【ABCD(40個)の時】,0.03 X 850 X 900,"","SK7863,801666801667801668801669,エンジントレーT12ABCD,えんじんとれーT12ABCD,エンジントレーT12ABCD,enjintoreeT12ABCD,enzintoreeT12ABCD,enjintoreeT12ABCD"
480,8001,SK8001,400450,サンペール#4B 本体,54,6,0.34,18,177ｇ,177 ±5,1,26.58,24.7,PP,PP J704UG,5,30,240,OPP透明II,ｻﾝﾍﾟｰﾙ S#4ﾎﾝﾀｲ #4Bﾎﾝﾀｲ,0.03 X 1600 X 1600,"変形防止の為パレット積み禁止 / ゲート上向き
大ﾊﾟﾚｯﾄ(D4-1113-2)","SK8001,400450,サンペール#4B本体,さんぺーるしゃーぷ4Bほんたい,サンペールシャープ4Bホンタイ,sanpeerushaapu4Bhontai,sanpeerusyaapu4Bhontai,sampeerushaapu4Bhontai"
481,8002,SK8002,700557,サンペール#4B 蓋,50,10,0.27,0,51ｇ,49 ±0.5,1,18.41,16.6,PP,PP J704UG,5,120,2400,OPP透明II,ｻﾝﾍﾟｰﾙ#4Bﾌﾀ,0.03 X 1000 X 1400,ゲート上、180度交互、袋口は中央へ,"SK8002,700557,サンペール#4B蓋,さんぺーるしゃーぷ4Bふた,サンペールシャープ4Bフタ,sanpeerushaapu4Bfuta,sanpeerusyaapu4Bfuta,sampeerushaapu4Bfuta"
482,8008,SK8008,559984,オリコンEP47Aバー L・R,未登録,未登録,未登録,未登録,38.3ｇ,9.1 ±0.1/9.1 ±0.1,4,23.6,20.4,PP,PP J705UG,9,"","","","","","","SK8008,559984,オリコンEP47AバーLR,おりこんEP47AばーLR,オリコンEP47AバーLR,orikonEP47AbaaLR,orikonEP47AbaaLR,orikonEP47AbaaLR,未登録"
483,8012,SK8012,201035,サンペールK#10 本体,50,5,0.34,0,352.3ｇ,352 ±5,1,29.6,22.8,PP(BC03),BC03BSW,30,20,320,"","","0.03 X 1000 X 1700
 or 0.03 X 1000 X 1400",上下ﾎﾟﾘｼｰﾄ / 横持ち,"SK8012,201035,サンペールK#10本体,さんぺーるKしゃーぷ10ほんたい,サンペールKシャープ10ホンタイ,sanpeeruKshaapu10hontai,sanpeeruKsyaapu10hontai,sampeeruKshaapu10hontai"
484,8013,SK8013,701109,サンペールK#10 蓋,60,10,0.4,0,132ｇ,132 ±2,1,15,15.6,PP(BC03),BC03BSW,30,"","","",ｻﾝﾍﾟｰﾙK#10 ﾌﾀ,"",横持ち,"SK8013,701109,サンペールK#10蓋,さんぺーるKしゃーぷ10ふた,サンペールKシャープ10フタ,sanpeeruKshaapu10futa,sanpeeruKsyaapu10futa,sampeeruKshaapu10futa"
485,8014,SK8014,800620,サンペールK#10 ハンドル,23,10,0.08,0,16ｇ,13.1 ±0.2,1,30,21.9,PP(BC03),BC03BSW,30,84,"","","",0.03 X 1300 X 1100,"変形防止の為、240個→84個
ｻﾝﾎﾞｯｸｽ56A-2","SK8014,800620,サンペールK#10ハンドル,さんぺーるKしゃーぷ10はんどる,サンペールKシャープ10ハンドル,sanpeeruKshaapu10handoru,sanpeeruKsyaapu10handoru,sampeeruKshaapu10handoru"
486,8015,SK8015,800443,ハリステナーK#10 蓋,109,10,0.59,50,123.5ｇ,120 ±2,1,18.5,17.5,PP(BC03),BC03BSW,30,60,1200,ｸﾗﾌﾄII,ﾊﾘｽﾃﾅｰK#10ﾌﾀ,"",ｻﾝﾎﾞｯｸｽ56A-2(60個入),"SK8015,800443,ハリステナーK#10蓋,はりすてなーKしゃーぷ10ふた,ハリステナーKシャープ10フタ,harisutenaaKshaapu10futa,harisutenaaKsyaapu10futa,harisutenaaKshaapu10futa"
487,8016,SK8016,800444,ハリステナーK#10 中蓋,34,10,0.17,0,34.3ｇ,32.8 ±0.3,1,19.8,19.8,PP,PP J705UG,9,300,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK8016,800444,ハリステナーK#10中蓋,はりすてなーKしゃーぷ10なかふた,ハリステナーKシャープ10ナカフタ,harisutenaaKshaapu10nakafuta,harisutenaaKsyaapu10nakafuta,harisutenaaKshaapu10nakafuta"
488,8057,SK8057,201593,ハンディボックスM-11 ハンドル,20,10,0.04,0,46.2ｇ,45.2 ±0.2,1,53.3,51.7,PP,PP J704UG,5,35,1400,"","","",ｻﾝﾎﾞｯｸｽ#13,"SK8057,201593,ハンディボックスM11ハンドル,はんでぃぼっくすM11はんどる,ハンディボックスM11ハンドル,handibokkusuM11handoru,handibokkusuM11handoru,handeibokkusuM11handoru"
489,8059,SK8059,806717,ツーリングホルダー AS-50,30,6,0.1,0,148ｇ,144 ±1.5,1,51.9,52,PP,PP J704UG,5,50,1600,OPP透明HH,ﾂｰﾘﾝｸﾞﾎﾙﾀﾞｰ AS-50,"","","SK8059,806717,ツーリングホルダーAS50,つーりんぐほるだーAS50,ツーリングホルダーAS50,tsuuringuhorudaaAS50,tuuringuhorudaaAS50,tsuuringuhorudaaAS50"
490,8060,SK8060,806718,ツーリングホルダー AS-40,29,6,0.1,0,76.3ｇ,76.3 ±1,1,48.36,43.2,PP,PP J704UG,5,"","",OPP透明HH,ﾂｰﾘﾝｸﾞﾎﾙﾀﾞｰ AS-40,"","","SK8060,806718,ツーリングホルダーAS40,つーりんぐほるだーAS40,ツーリングホルダーAS40,tsuuringuhorudaaAS40,tuuringuhorudaaAS40,tsuuringuhorudaaAS40"
491,8083,SK8083,806193,テトラスタンド 看板押さえ,4,100,0.01,0,9.8ｇ,4.3 ±0.2,2,14.5,14.5,PC,PC ｶﾘﾊﾞｰ TM303-22,22,3000,"","","",0.03 X 1300 X 1100,ｻﾝｸﾚｯﾄ#80,"SK8083,806193,テトラスタンド看板押さえ,てとらすたんどかんばんおさえ,テトラスタンドカンバンオサエ,tetorasutandokanbanosae,tetorasutandokanbanosae,tetorasutandokambanosae"
492,8105,SK8105,551476,サンクレットオリコンL51B-B蓋（2号型）,56.11,18,0.12,0,218.3ｇ,213 ±3,1,27,27,PP,PP J705UG,9,54,1080,"","","",ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK8105,551476,サンクレットオリコンL51BB蓋(2号型),さんくれっとおりこんL51BBふた(2ごうがた),サンクレットオリコンL51BBフタ(2ゴウガタ),sankurettoorikonL51BBfuta(2gougata),sankurettoorikonL51BBfuta(2gougata),sankurettoorikonL51BBfuta(2gougata)"
493,8120,SK8120,560074 560075,オリコンEP100B-SWバー L・R,15.57,15,0.09,0,16.4ｇ,8 ±0.1(L)/ 8 ±0.1(R),1,11.5,11.6,PP,PP J705UG,9,900,"","","","","L・R 分けて保管
ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち","SK8120,560074560075,オリコンEP100BSWバーLR,おりこんEP100BSWばーLR,オリコンEP100BSWバーLR,orikonEP100BSWbaaLR,orikonEP100BSWbaaLR,orikonEP100BSWbaaLR"
494,8121,SK8121,560076,オリコンEP-SW 軸カバーL4,未登録,未登録,未登録,未登録,24ｇ,5.4 ±0.1,4,14,14.1,PP,PP J705UG,9,"","",OPP透明II,洗浄ﾄﾚｰKC-4,"","バラ入れ
ｻﾝｸﾚｯﾄ#80 / 横持ち","SK8121,560076,オリコンEPSW軸カバーL4,おりこんEPSWじくかばーL4,オリコンEPSWジクカバーL4,orikonEPSWjikukabaaL4,orikonEPSWzikukabaaL4,orikonEPSWjikukabaaL4,未登録"
495,8166,SK8166,806399,サンコータル角 S-0.6K-2 本体,65,15,0.18,0,72.1ｇ,64 ±1,1,23.65,20,PP,PP J226U,20,100,"",ｸﾗﾌﾄHH(仮止め有),ｻﾝｺｰﾀﾙ ｶｸS-0.6Kﾎﾝﾀｲ,HD 0.01 X 410 X 540,"","SK8166,806399,サンコータル角S06K2本体,さんこーたるかくS06K2ほんたい,サンコータルカクS06K2ホンタイ,sankootarukakuS06K2hontai,sankootarukakuS06K2hontai,sankootarukakuS06K2hontai"
496,8167,SK8167,200187,サンコータル角 S-1.3K-2 本体,81,15,0.23,0,93.2ｇ,84.5 ±1.5,1,23.3,17.9,PP,PP J226U,20,"","",ｸﾗﾌﾄHH(仮止め有),ｻﾝｺｰﾀﾙ ｶｸS-1.3Kﾎﾝﾀｲ,HD 0.01 X 410 X 540,"","SK8167,200187,サンコータル角S13K2本体,さんこーたるかくS13K2ほんたい,サンコータルカクS13K2ホンタイ,sankootarukakuS13K2hontai,sankootarukakuS13K2hontai,sankootarukakuS13K2hontai"
497,8178,SK8178,806738,コアキャップ ー PP3インチ,25,20,0.1,0,15.9ｇ,14.9 ±0.2,1,12.4,12.4,PP,PP J106G,15,600,7200,ｸﾗﾌﾄII,ｺｱｷｬｯﾌﾟ-PP3ｲﾝﾁ,"","","SK8178,806738,コアキャップーPP3インチ,こあきゃっぷーPP3いんち,コアキャップーPP3インチ,koakyappuPP3inchi,koakyappuPP3inti,koakyappuPP3inchi"
498,8192,SK8192,806395,ポールスタンド ポール差込部キャップ,35,10,0.1,0,25.6ｇ,23.8 ±0.2,1,36.67,36.8,PE,PE 2100JH,9,400,"","","","",ｻﾝｸﾚｯﾄ#80,"SK8192,806395,ポールスタンドポール差込部キャップ,ぽーるすたんどぽーるさしこみぶきゃっぷ,ポールスタンドポールサシコミブキャップ,poorusutandopoorusashikomibukyappu,poorusutandopoorusasikomibukyappu,poorusutandopoorusashikomibukyappu"
499,8193,SK8193,806396,ポールスタンド 注水口用キャップ,60,8,0.19,0,23.6ｇ,22.9 ±0.2,1,39.4,41.6,PE,PE 2100JH,9,"","","","","",ｻﾝｸﾚｯﾄ#80,"SK8193,806396,ポールスタンド注水口用キャップ,ぽーるすたんどちゅうすいくちようきゃっぷ,ポールスタンドチュウスイクチヨウキャップ,poorusutandochuusuikuchiyoukyappu,poorusutandotyuusuikutiyoukyappu,poorusutandochusuikuchiyoukyappu"
500,8194,SK8194,806397,ポールスタンド ポール紛失防止パーツ,15,15,0.1,0,3.8ｇ,3.1 ±0.1,1,9.83,9.9,PE,PE M70(LLDPE),20,"","","","","",ｻﾝｸﾚｯﾄ#80,"SK8194,806397,ポールスタンドポール紛失防止パーツ,ぽーるすたんどぽーるふんしつぼうしぱーつ,ポールスタンドポールフンシツボウシパーツ,poorusutandopoorufunshitsuboushipaatsu,poorusutandopoorufunsitubousipaatu,poorusutandopoorufunshitsuboshipaatsu"
501,8214,SK8214,700006,サンコータル角 S-0.6K-2 蓋,68,20,0.26,0,44.8ｇ,44.8 ±0.5,1,12.89,14.5,PP,PP J226U,20,100,"",ｸﾗﾌﾄHH(仮止め有),ｻﾝｺｰﾀﾙ ｶｸS0.6･1.3Kﾌﾀ,HD 0.01 X 410 X 540,"","SK8214,700006,サンコータル角S06K2蓋,さんこーたるかくS06K2ふた,サンコータルカクS06K2フタ,sankootarukakuS06K2futa,sankootarukakuS06K2futa,sankootarukakuS06K2futa"
502,8327,SK8327,802829,プラスチックスライドG20 L•R,未登録,未登録,未登録,未登録,6.2ｇ,2.27 ±0.03/2.27 ±0.03,1,30.44,29.4,PE,PE ﾘｭﾌﾞﾏｰ L5000,0.02,"","",ｸﾗﾌﾄHH,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 420 X 800,"","SK8327,802829,プラスチックスライドG20LR,ぷらすちっくすらいどG20LR,プラスチックスライドG20LR,purasuchikkusuraidoG20LR,purasutikkusuraidoG20LR,purasuchikkusuraidoG20LR,未登録"
503,8388,SK8388,805766,PDC3 プラグ2型 (本体)2,未登録,未登録,未登録,未登録,57.7ｇ,38.5 ±0.5,1,56.4,56.4,PE,X原料(東ｿｰ8022),0.35,200,"","",ｻﾝｺｰﾀﾙ ｶｸS-1.3Kﾎﾝﾀｲ,"",特殊な原料を使用している(支給原料)不良は全て正確に計上。,"SK8388,805766,PDC3プラグ2型(本体)2,PDC3ぷらぐ2がた(ほんたい)2,PDC3プラグ2ガタ(ホンタイ)2,PDC3puragu2gata(hontai)2,PDC3puragu2gata(hontai)2,PDC3puragu2gata(hontai)2,未登録"
504,8406,SK8406,554317,オリコンプラ軸ピンB 3号型,10,100,0.1,0,11.42ｇ,7.52 ±0.3(16個),16,"",16.2,PP,PP J704UG,5,"","","","","",ｻﾝｸﾚｯﾄ#80 / ｻﾝｸﾚｯﾄ#50,"SK8406,554317,オリコンプラ軸ピンB3号型,おりこんぷらじくぴんB3ごうがた,オリコンプラジクピンB3ゴウガタ,orikonpurajikupinB3gougata,orikonpurazikupinB3gougata,orikompurajikupinB3gougata"
505,8425,SK8425,806785,RS-10 パッキン,10,10,0.04,0,10.4ｇ,9.1 ±0.2,1,25.1,22.2,エラストマー,JG20NS,3,40,1200,"","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2,"SK8425,806785,RS10パッキン,RS10ぱっきん,RS10パッキン,RS10pakkin,RS10pakkin,RS10pakkin"
506,8518,SK8518,802860,プラスチックスライドG30 L•R,未登録,未登録,未登録,未登録,7.02ｇ,2.77 ±0.05/2.77 ±0.05,1,32.2,32.6,PE / ナイロン,PE ﾘｭﾌﾞﾏｰ L5000,0.02,"","",ｸﾗﾌﾄHH,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 420 X 800,PE.2.77/2.77 ナイロン.3.2/3.2,"SK8518,802860,プラスチックスライドG30LR,ぷらすちっくすらいどG30LR,プラスチックスライドG30LR,purasuchikkusuraidoG30LR,purasutikkusuraidoG30LR,purasuchikkusuraidoG30LR,未登録"
507,8519,SK8519,802863,プラスチックスライドG40 L•R,65,10,0.18,0,8.68ｇ,3.6 ±0.05/3.6 ±0.05,1,36.8,36.8,PE / ナイロン,PE ﾘｭﾌﾞﾏｰ L5000,0.02,500,"",ｸﾗﾌﾄHH,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ T-3 6ｹﾑｼﾞ（枠有り）,0.03 X 420 X 800,PE.3.6/3.6 ナイロン.4.15/4.15,"SK8519,802863,プラスチックスライドG40LR,ぷらすちっくすらいどG40LR,プラスチックスライドG40LR,purasuchikkusuraidoG40LR,purasutikkusuraidoG40LR,purasuchikkusuraidoG40LR"
508,8659,SK8659,801670,エンジントレーT-11 Bパーツ-2,33,6,0.1,0,56ｇ,54.2 ±0.5,1,53.5,49.7,PP,PP J704UG,5,50,600,ｸﾗﾌﾄII,ｴﾝｼﾞﾝﾄﾚｰ ﾀﾞﾝﾎﾞｰﾙ,0.03 X 1000 X 1400,"","SK8659,801670,エンジントレーT11Bパーツ2,えんじんとれーT11Bぱーつ2,エンジントレーT11Bパーツ2,enjintoreeT11Bpaatsu2,enzintoreeT11Bpaatu2,enjintoreeT11Bpaatsu2"
509,8662,SK8662,806389,NSTray,60,10,0.27,0,129.1ｇ,128.5 ±1,1,22,18.5,PP(BC03),BC03BSW,30,125,1500,"",1200 X 900mm底面用ﾊﾟｯﾄ / 1730 X 450mmｺｰﾅｰ用ﾊﾟｯﾄ,"","上下ポリシート / 客先支給パレットD4-1012-13 / ゲート下向き / ゲート付着がある為1個づつ振る
普通にラップを巻いた後、コーナー4箇所にパットを立ててOPP透明テープで留める。もう一度ラップを強く巻く。※ 最上部は巻かない事。","SK8662,806389,NSTray,NSTray,NSTray,NSTray,NSTray,NSTray"
510,8700,SK8700,560774,オリコンEP29A-C レバー,未登録,未登録,未登録,未登録,29.9ｇ,29 ±0.5,1,14.36,14.4,PP,PP J705UG,9,200,4000,"","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK8700,560774,オリコンEP29ACレバー,おりこんEP29ACればー,オリコンEP29ACレバー,orikonEP29ACrebaa,orikonEP29ACrebaa,orikonEP29ACrebaa,未登録"
511,8729,SK8729,201593,ハンディボックスM-11 ハンドル 2号型,20,10,0.04,0,46.7ｇ,45.2 ±0.2,1,53.34,44.3,PP,PP J704UG,5,35,1400,"","","",ｻﾝﾎﾞｯｸｽ#13,"SK8729,201593,ハンディボックスM11ハンドル2号型,はんでぃぼっくすM11はんどる2ごうがた,ハンディボックスM11ハンドル2ゴウガタ,handibokkusuM11handoru2gougata,handibokkusuM11handoru2gougata,handeibokkusuM11handoru2gougata"
512,8740,SK8740,802871,サンセパレータ110L,35,10,0.19,0,190ｇ,178 ±8,1,18.5,18.5,PP(BC03) + タルク,PP BC03BSW(62.5%) / ﾀﾙｸ SG137U (37.5%),30,"","",OPP透明II,ｻﾝｾﾊﾟﾚｰﾀ　　110Ｌ / ｻﾝｾﾊﾟﾚｰﾀ　　110Lﾊﾟｯﾄ　385×220,"","","SK8740,802871,サンセパレータ110L,さんせぱれーた110L,サンセパレータ110L,sansepareeta110L,sansepareeta110L,sansepareeta110L"
513,8747,SK8747,802872,サンセパレータ110S,103,30,0.25,0,89.5ｇ,82.5 ±4,1,13.56,13.6,PP(BC03) + タルク,PP BC03BSW(62.5%) / ﾀﾙｸ SG137U (37.5%),30,"","",OPP透明II,ｻﾝｾﾊﾟﾚｰﾀ　　110Ｓ,"","","SK8747,802872,サンセパレータ110S,さんせぱれーた110S,サンセパレータ110S,sansepareeta110S,sansepareeta110S,sansepareeta110S"
514,8787,SK8787,860018,Iコアトレー　T-1,未登録,未登録,未登録,未登録,346ｇ,333 ±5,1,24.8,24.8,PP,PP J705UG,9,"","","","","","","SK8787,860018,IコアトレーT1,IこあとれーT1,IコアトレーT1,IkoatoreeT1,IkoatoreeT1,IkoatoreeT1,未登録"
515,8788,SK8788,860019,Uコアトレー　T-2,未登録,未登録,未登録,未登録,278ｇ,263 ±4,1,27,23.3,PP,PP J705UG,9,20,360,"","",0.03 X 1000 X 1400,"10個2本
袋は結ぶ","SK8788,860019,UコアトレーT2,UこあとれーT2,UコアトレーT2,UkoatoreeT2,UkoatoreeT2,UkoatoreeT2,未登録"
516,8799,SK8799,804272,FSRCスリーブ,90,10,0.1,0,243.6ｇ,239 ±4,1,86.7,86.7,PP,PP J704UG,5,40,1000,"","","","","SK8799,804272,FSRCスリーブ,FSRCすりーぶ,FSRCスリーブ,FSRCsuriibu,FSRCsuriibu,FSRCsuriibu"
517,8890,SK8890,200052,サンコータル角 S-0.38-3 本体,50,10,0.52,0,38.5ｇ,38.5 ±0.5,1,9.7,9.7,PP,PP J226U,20,100,4500,TM：OPP透明HH (仮止め有) / CL：OPP茶HH (仮止め有),ｻﾝｺｰﾀﾙ ｶｸS-0.38K-3ﾎﾝﾀｲ,HD 0.01 X 410 X 540,"","SK8890,200052,サンコータル角S0383本体,さんこーたるかくS0383ほんたい,サンコータルカクS0383ホンタイ,sankootarukakuS0383hontai,sankootarukakuS0383hontai,sankootarukakuS0383hontai"
518,8923,SK8923,806932 806922,TLプラスチック棚9045脚,8.48,2,0.2,0,484.6ｇ,240 ±4,2,41.8,42,PP,BC03BSW,30,24,480,"","","","806922 (無地)
ｻﾝﾎﾞｯｸｽ#82","SK8923,806932806922,TLプラスチック棚9045脚,TLぷらすちっくたな9045あし,TLプラスチックタナ9045アシ,TLpurasuchikkutana9045ashi,TLpurasutikkutana9045asi,TLpurasuchikkutana9045ashi"
519,9000,SK9000,807905,プラテクター S140,未登録,未登録,未登録,未登録,38.2ｇ,37.2 ±0.5,1,19.3,15.7,PP,PP J704UG,5,240,1920,OPP透明HH,ﾌﾟﾗﾃｸﾀｰ S140 カイ,0.03 X 1600 X 1600,上下ポリシート,"SK9000,807905,プラテクターS140,ぷらてくたーS140,プラテクターS140,puratekutaaS140,puratekutaaS140,puratekutaaS140,未登録"
520,9025,SK9025,400175,サンケースC120 本体,69,20,0.49,0,8.1ｇ,8.1 ±0.2,1,6.98,7,PP,J3021GA,33,200,"",ｸﾗﾌﾄHH,ｻﾝｹｰｽＣ120ﾎﾝﾀｲ / ｻﾝｹｰｽＣ120ﾎﾝﾀｲﾊﾟｯﾄ,0.03 X 180 X 500,"","SK9025,400175,サンケースC120本体,さんけーすC120ほんたい,サンケースC120ホンタイ,sankeesuC120hontai,sankeesuC120hontai,sankeesuC120hontai"
521,9027,SK9027,701354,サンペールK#50N 蓋 2号型,85,20,0.25,0,267ｇ,267 ±4,1,17.3,17,PP,BC03BSW,30,"","","","","","","SK9027,701354,サンペールK#50N蓋2号型,さんぺーるKしゃーぷ50Nふた2ごうがた,サンペールKシャープ50Nフタ2ゴウガタ,sanpeeruKshaapu50Nfuta2gougata,sanpeeruKsyaapu50Nfuta2gougata,sampeeruKshaapu50Nfuta2gougata"
522,9066,SK9066,860037,持ち手カバー5型 OUT,20,10,0.12,0,12ｇ,10 ±0.2,1,17.3,17.4,PP,PP J705UG,9,400,6400,OPP透明HI,"",0.01 X 800 X 1200,"200個を2袋。INと合わせて梱包
ｻﾝｸﾚｯﾄ#80 / 段ボールの場合、OPP透明HI / 横持ち","SK9066,860037,持ち手カバー5型OUT,もちてかばー5がたOUT,モチテカバー5ガタOUT,mochitekabaa5gataOUT,motitekabaa5gataOUT,mochitekabaa5gataOUT"
523,9072,SK9072,860038,持ち手カバー5型 IN,未登録,未登録,未登録,未登録,7.2ｇ,6.1 ±0.1,1,9.7,9.7,PP,PP J705UG,9,400,6400,OPP透明HI,"",0.01 X 800 X 1200,"200個を2袋。OUTと合わせて梱包
ｻﾝｸﾚｯﾄ#80 / 段ボールの場合、OPP透明HI / 横持ち","SK9072,860038,持ち手カバー5型IN,もちてかばー5がたIN,モチテカバー5ガタIN,mochitekabaa5gataIN,motitekabaa5gataIN,mochitekabaa5gataIN,未登録"
524,9143,SK9143,806949,TLコンパレッター#430 側面突起パーツ,未登録,未登録,未登録,未登録,15.5ｇ,13.9 ±2,1,22.5,22,PP,PP J704UG,5,"","","","","","","SK9143,806949,TLコンパレッター#430側面突起パーツ,TLこんぱれったーしゃーぷ430そくめんとっきぱーつ,TLコンパレッターシャープ430ソクメントッキパーツ,TLkonparettaashaapu430sokumentokkipaatsu,TLkonparettaasyaapu430sokumentokkipaatu,TLkomparettaashaapu430sokumentokkipaatsu,未登録"
525,9148,SK9148,806147,グロメット 17型,40,100,0.06,0,18.1ｇ,3.8 ±0.2,4,27.15,27.4,エラストマー,TPO LFR9787Q,4,"","","","","","","SK9148,806147,グロメット17型,ぐろめっと17がた,グロメット17ガタ,gurometto17gata,gurometto17gata,gurometto17gata"
526,9184,SK9184,802857,豆腐カップ-110,12,40,0.19,0,32.8ｇ,8.2 ±0.15,4,6.3,6.3,ホモPP,PP J106G,15,1200,28800,ｸﾗﾌﾄHH,豆腐カップ110 / 豆腐カップ110パット,0.03 X 1300 X 1100,"ﾍﾟﾀﾝｺC-60B-B / 0.01 X 1000 X 1400
#1のパレット？/専用箱/1100*1300袋","SK9184,802857,豆腐カップ110,とうふかっぷ110,トウフカップ110,toufukappu110,toufukappu110,tofukappu110"
527,9188,SK9188,860074,パワーカードケース51E 本体,60,10,0.26,0,164.1ｇ,164 ±3,1,22.9,22.9,PP(BC03),BC03BSW,30,"",360,"",1100角シート,"","各段1100角シート使用
パレット保管：30個x12段 / ｻﾝﾎﾞｯｸｽ56A-2：18個","SK9188,860074,パワーカードケース51E本体,ぱわーかーどけーす51Eほんたい,パワーカードケース51Eホンタイ,pawaakaadokeesu51Ehontai,pawaakaadokeesu51Ehontai,pawaakaadokeesu51Ehontai"
528,9189,SK9189,860075,パワーカードケース51E 蓋,50,10,0.22,0,121ｇ,114 ±1.7,1,23.16,23.3,AS,AS ﾄﾖﾗｯｸ A20C-300 / AS ﾗｲﾀｯｸA 120PCF/IC-11,26 / 29,"","","","","","乾燥機使用
ｻﾝﾎﾞｯｸｽ56A-2","SK9189,860075,パワーカードケース51E蓋,ぱわーかーどけーす51Eふた,パワーカードケース51Eフタ,pawaakaadokeesu51Efuta,pawaakaadokeesu51Efuta,pawaakaadokeesu51Efuta"
529,9195,SK9195,860076,パワーカードケース51C 本体,39.67,5,0.24,0,275.3ｇ,275 ±10,1,32.6,32.6,PP(BC03),BC03BSW,30,"",140,"",1100角シート,"","各段1100角シート使用
パレット保管：14個x10段","SK9195,860076,パワーカードケース51C本体,ぱわーかーどけーす51Cほんたい,パワーカードケース51Cホンタイ,pawaakaadokeesu51Chontai,pawaakaadokeesu51Chontai,pawaakaadokeesu51Chontai"
530,9196,SK9196,860077,パワーカードケース51C 蓋,42.69,4,0.31,0,246.7ｇ,240 ±15,1,34.35,26.9,AS,AS ﾄﾖﾗｯｸ A20C-300 / AS ﾗｲﾀｯｸA 120PCF/IC-11,26 / 29,40,640,"","","","ﾊﾝﾃﾞｨ専用箱なら30個入り/ 乾燥機使用
ｻﾝﾎﾞｯｸｽ56A-2","SK9196,860077,パワーカードケース51C蓋,ぱわーかーどけーす51Cふた,パワーカードケース51Cフタ,pawaakaadokeesu51Cfuta,pawaakaadokeesu51Cfuta,pawaakaadokeesu51Cfuta"
531,9239,SK9239,801593,エコンボックスバックルM,35,10,0.33,5,26.4ｇ,11.7 ±0.4,2,20.9,17.9,PP,PP J704UG,5,600,"","","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK9239,801593,エコンボックスバックルM,えこんぼっくすばっくるM,エコンボックスバックルM,ekonbokkusubakkuruM,ekonbokkusubakkuruM,ekonbokkusubakkuruM"
532,9244,SK9244,801595,エコンボックス バックルL,35,10,0.25,0,42.3ｇ,19.5 ±0.5,2,28.3,22,PP,PP J704UG,5,300,6000,"","",0.03 X 1300 X 1100,"150個*2回/ウエルド注意、ゲート切り残し注意
ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち","SK9244,801595,エコンボックスバックルL,えこんぼっくすばっくるL,エコンボックスバックルL,ekonbokkusubakkuruL,ekonbokkusubakkuruL,ekonbokkusubakkuruL"
